User,Tweet,Date
SARwatchMED,RT @IHAVERIGHTS_eu: We welcome today's decision by the European Parliament to vote against discharging Frontex's budget. Together with othe…,2022-10-18 17:30:48+00:00
SARwatchMED,"RT @RescueMed: L'Europa alza i muri, le persone in movimento aprono i confini, le associazioni umanitarie ricoprono il ruolo che spetterebb…",2022-10-18 17:30:42+00:00
SARwatchMED,RT @trtworld: Is Greece trying to cover up its deadly migrant pushbacks by blaming Türkiye? https://t.co/By1KyUw4G5,2022-10-18 17:30:37+00:00
SARwatchMED,"RT @alarm_phone: Grève générale à #Zarzis, #Tunisie !
Les manifestant·e·s demandent aux autorités de poursuivre les recherches des 12 dispa…",2022-10-18 17:30:33+00:00
SARwatchMED,"RT @LexFront: ✊🏽👇🏽

""The agency and its interim director @KalnajaAija is already facing a lawsuit for refusing to pull its operations from…",2022-10-18 17:30:29+00:00
SARwatchMED,"RT @Left_EU: The system must be changed, demands MEP Cornelia Ernst. ""This Frontex system must be ended. Not a single cent of taxpayers' mo…",2022-10-18 17:30:25+00:00
SARwatchMED,"RT @txemita: La Guardamar Polinmia ha encontrado a 126 personas en el Atlántico a bordo de tres lanchas, una con 45 (🤞🤞🤞), otra con 44 y un…",2022-10-18 17:30:22+00:00
SARwatchMED,RT @expresso: Os eurodeputados consideram que a Frontex não conseguiu proteger os direitos humanos dos migrantes e requerentes de asilo htt…,2022-10-18 17:30:19+00:00
SARwatchMED,RT @resqship_int: 2/2 Our crew is providing the people with life jackets and water.  Urgent assistance is needed to avoid further endangeri…,2022-10-18 17:30:15+00:00
SARwatchMED,"RT @resqship_int: 1/2 Since early noon, our crew has been accompanying a boat with 40 people towards Italy. The survivors have already been…",2022-10-18 17:30:11+00:00
SARwatchMED,"RT @RescueMed: Pubblichiamo volentieri tutto il testo e invitiamo tutti a diffonderlo. 

Da parte nostra massimo rispetto per le donne e gl…",2022-10-18 17:30:06+00:00
SARwatchMED,"RT @RescueMed: Blitz contro il memorandum Italia-#Libia al Consolato libico a #Palermo rivendicato da ""le donne e gli uomini di buona volon…",2022-10-18 17:30:03+00:00
SARwatchMED,RT @AnsaSicilia: Migranti: bimba di 4 anni arrivata da sola a Lampedusa. I genitori e la sorella rimasti bloccati su spiaggia in Tunisia |…,2022-10-18 17:29:59+00:00
SARwatchMED,"RT @InfoMigrants: ~2,000 migrants tried to cross into Melilla from Morocco on June 24.

23 people died that day - the worst death toll in y…",2022-10-18 17:29:55+00:00
SARwatchMED,RT @anadoluagency: European Parliament refuses to approve Frontex's 2020 budget over reports of rights violations https://t.co/reA9BQ0QNn h…,2022-10-18 17:29:51+00:00
SARwatchMED,"RT @openarms_fund: Indignante.

Otro ejemplo más del trato vejatorio e inhumano que reciben a diario miles de personas en las puertas de #U…",2022-10-18 17:29:49+00:00
SARwatchMED,RT @LeMonde_Afrique: #Tunisie : plusieurs milliers d’habitants se sont mobilisés pour réclamer des réponses après la disparition de plusieu…,2022-10-18 17:29:45+00:00
SARwatchMED,"RT @OBS_defenders: Amid ongoing attacks against migrants' rights defenders in 🇬🇷#Greece, @PDimitras has been targeted by a media smear camp…",2022-10-18 17:29:39+00:00
SARwatchMED,"RT @euobs: ""This is a real slap in the face for the agency and its management,"" said Belgian Green MEP Saskia Bricmont, in a statement. #Fr…",2022-10-18 17:29:30+00:00
SARwatchMED,RT @seawatch_intl: What would you like to wish our new rescue ship on its first journey? Post it in the comments! We will put your best wis…,2022-10-18 13:40:20+00:00
SARwatchMED,RT @seawatchcrew: Was möchtet ihr unserem neuen Rettungsschiff mit auf den Weg in den ersten Einsatz geben? Schreibt es in die Kommentare!…,2022-10-18 13:40:17+00:00
SARwatchMED,"RT @Cahora: 👉👉 La llegada de migrantes a Canarias baja un 13% hasta octubre respecto al año anterior #migraciones #canarias
https://t.co/L5…",2022-10-18 13:37:26+00:00
SARwatchMED,RT @borjasuarez_gc: @salvamentogob ha rescatado esta mañana  a 53 personas en un #cayuco a 6 millas de #Arguineguin entre los migrantes via…,2022-10-18 13:37:22+00:00
SARwatchMED,RT @EUwatchers: Press release - Frontex: MEPs refuse to discharge EU border agency over its management in 2020 https://t.co/rOf2oURiFK,2022-10-18 13:37:19+00:00
SARwatchMED,"RT @ANSA_med: Eurocamera respinge bilancio Frontex, 'gravi irregolarità'. Eurodeputati, 'agenzia non ha protetto diritti dei migranti' | #A…",2022-10-18 13:36:11+00:00
